symbol,name,sector,industry
CSLM,CSLM Acquisition Corp,N/A,투자 지주 회사
CSLMR,CSLM Acquisition Rights Exp 12 January 2027,N/A,투자 지주 회사
CSLMU,CSLM Acquisition Units,N/A,투자 지주 회사
CSLR,Complete Solaria Inc,N/A,건설 자재 및 비품
CSPI,CSP Inc,N/A,IT 서비스 및 컨설팅
CSQ,Calamos Strategic Total Return Closed Fund,N/A,폐쇄형 펀드
CSTE,Caesarstone Ltd,N/A,건설 자재 및 비품
CSTL,Castle Biosciences Inc,N/A,"의료 장비, 물품 및 유통"
CSWC,Capital Southwest Corp,N/A,투자 관리 및 펀드 운영
CSWI,CSW Industrials Inc,N/A,건설 및 엔지니어링
CSX,CSX Corp,N/A,지상 화물 및 물류
CTAS,Cintas Corp,N/A,경영 지원 서비스
CTBI,Community Trust Bancorp Inc,N/A,은행
CTCX,Carmell Corp,N/A,생명 공학 및 의학 연구
CTHR,Charles & Colvard Ltd,N/A,의류 및 액세서리
CTKB,Cytek Biosciences Inc,N/A,첨단 의료 장비 및 기술
CTLP,Cantaloupe Inc,N/A,핀테크
CTMX,CytomX Therapeutics Inc,N/A,생명 공학 및 의학 연구
CTNM,Contineum Therapeutics Inc,N/A,생명 공학 및 의학 연구
CTNT,Cheetah Net Supply Chain Service Inc,N/A,"자동차 차량, 부품 및 서비스 소매"
CTOR,Citius Oncology Inc,N/A,생명 공학 및 의학 연구
CTRM,Castor Maritime Inc,N/A,해양 화물 및 물류
CTRN,Citi Trends Inc,N/A,의류 및 액세서리 소매
CTSH,Cognizant Technology Solutions Corp,N/A,IT 서비스 및 컨설팅
CTSO,Cytosorbents Corp,N/A,첨단 의료 장비 및 기술
CTXR,Citius Pharmaceuticals Inc,N/A,생명 공학 및 의학 연구
CUB,Lionheart Holdings,N/A,투자 지주 회사
CUBA,Herzfeld Caribbean Basin Fund，Inc.,N/A,폐쇄형 펀드
CUBWU,Lionheart Holdings Units,N/A,투자 지주 회사
CUE,Cue Biopharma Inc,N/A,생명 공학 및 의학 연구
CURI,CuriosityStream Inc,N/A,온라인 서비스
CURR,CURRENC Group Inc,N/A,핀테크
CUTR,Cutera Inc,N/A,첨단 의료 장비 및 기술
CVAC,CureVac NV,N/A,생명 공학 및 의학 연구
CVBF,CVB Financial Corp,N/A,은행
CVCO,Cavco Industries Inc,N/A,주택 건설
CVGI,Commercial Vehicle Group Inc,N/A,"자동차, 트럭 및 오토바이 부품"
CVGW,Calavo Growers Inc,N/A,식품 가공
CVKD,Cadrenal Therapeutics Inc,N/A,생명 공학 및 의학 연구
CVLT,Commvault Systems Inc,N/A,소프트웨어
CVRX,CVRx Inc,N/A,"의료 장비, 물품 및 유통"
CVV,CVD Equipment Corp,N/A,산업용 기계 및 장비
CWBC,Community West Bancshares,N/A,은행
CWCO,Consolidated Water Co Ltd,N/A,수자원 유틸리티
CWD,CaliberCos Inc,N/A,투자 관리 및 펀드 운영
CWST,Casella Waste Systems Inc,N/A,환경 서비스 및 장비
CXAI,CXApp Inc,N/A,소프트웨어
CXDO,Crexendo Inc,N/A,IT 서비스 및 컨설팅
CYBR,Cyberark Software Ltd,N/A,소프트웨어
CYCC,Cyclacel Pharmaceuticals Inc,N/A,생명 공학 및 의학 연구
CYCCP,Cyclacel Pharmaceuticals 6 Conv Pref Shs,N/A,생명 공학 및 의학 연구
CYCN,Cyclerion Therapeutics Inc,N/A,생명 공학 및 의학 연구
CYN,CYNGN Inc,N/A,소프트웨어
CYRX,Cryoport Inc,N/A,"배달, 우편, 항공 화물 및 육상 물류"
CYTH,Cyclo Therapeutics Inc,N/A,제약
CYTK,Cytokinetics Inc,N/A,생명 공학 및 의학 연구
CZFS,Citizens Financial Services Inc,N/A,은행
CZNC,Citizens & Northern Corp,N/A,은행
CZR,Caesars Entertainment Inc,N/A,카지노 및 도박
CZWI,Citizens Community Bancorp Inc,N/A,은행
DADA,Dada Nexus Ltd ADR,N/A,온라인 서비스
DAIO,Data I/O Corp,N/A,컴퓨터 하드웨어
DAKT,Daktronics Inc,N/A,전자 장비 및 부품
DALN,Dallasnews Corp,N/A,소비자 출판
DARE,Dare Bioscience Inc,N/A,제약
DASH,DoorDash Inc,N/A,온라인 서비스
DATS,DatChat Inc,N/A,IT 서비스 및 컨설팅
DAVE,Dave Inc,N/A,핀테크
DAWN,Day One Biopharmaceuticals Inc,N/A,생명 공학 및 의학 연구
DBVT,Dbv Technologies SA ADR,N/A,제약
DBX,Dropbox Inc,N/A,소프트웨어
DCBO,Docebo Inc,N/A,소프트웨어
DCGO,DocGo Inc,N/A,의료 시설 및 서비스
DCOM,Dime Community Bancshares Inc,N/A,은행
DCOMP,Dime Community Bancshares Cumulative Perpetual Pref Shs Series A,N/A,은행
DCTH,Delcath Systems Inc,N/A,"의료 장비, 물품 및 유통"
DDI,DoubleDown Interactive Co Ltd ADR,N/A,카지노 및 도박
DDOG,Datadog Inc,N/A,소프트웨어
DECA,Denali Capital Acquisition Corp,N/A,투자 지주 회사
DECAU,Denali Capital Acquisition Units,N/A,투자 지주 회사
DENN,Denny's Corp,N/A,레스토랑 및 바
DERM,Journey Medical Corp,N/A,제약
DEVS,DevvStream Corp,N/A,블록 체인 및 암호화폐
DFLI,Dragonfly Energy Holdings Corp,N/A,전기 부품 및 장비
DGHI,Digihost Technology Inc,N/A,블록 체인 및 암호화폐
DGICA,Donegal Group Inc Class A,N/A,손해보험
DGICB,Donegal Group Inc Class B,N/A,손해보험
DGII,Digi International Inc,N/A,통신 및 네트워킹
DGLY,Digital Ally Inc,N/A,통신 및 네트워킹
DH,Definitive Healthcare Corp,N/A,소프트웨어
DHAI,DIH Holding US Inc,N/A,"의료 장비, 물품 및 유통"
DHC,Diversified Healthcare Trust,N/A,특수 REITs
DHIL,Diamond Hill Investment Group Inc,N/A,투자 관리 및 펀드 운영
DIBS,1stdibs.Com Inc,N/A,온라인 서비스
DIOD,Diodes Inc,N/A,반도체
DIST,Distoken Acquisition Corp,N/A,투자 지주 회사
DISTR,Distoken Acquisition Rights Exp 10 Feb 2028,N/A,투자 지주 회사
DJCO,Daily Journal Corp,N/A,온라인 서비스
DJT,Trump Media & Technology Group Corp,N/A,온라인 서비스
DKNG,Draftkings Inc,N/A,카지노 및 도박
DLHC,DLH Holdings Corp,N/A,IT 서비스 및 컨설팅
DLO,Dlocal Ltd,N/A,경영 지원 서비스
DLPN,Dolphin Entertainment Inc,N/A,엔터테인먼트 제작
DLTH,Duluth Holdings Inc,N/A,의류 및 액세서리
DLTR,Dollar Tree Inc,N/A,할인점
DMAC,DiaMedica Therapeutics Inc,N/A,생명 공학 및 의학 연구
DMLP,Dorchester Minerals Units,N/A,"오일, 가스 탐사 및 생산"
DMN,Damon Inc,N/A,오락용 제품
DMRC,Digimarc Corp,N/A,소프트웨어
DMTK,DermTech Inc,N/A,"의료 장비, 물품 및 유통"
DNLI,Denali Therapeutics Inc,N/A,생명 공학 및 의학 연구
DNTH,Dianthus Therapeutics Inc,N/A,생명 공학 및 의학 연구
DNUT,Krispy Kreme Inc,N/A,레스토랑 및 바
DOCU,DocuSign Inc,N/A,소프트웨어
DOGZ,Dogness International Corp,N/A,의류 및 액세서리
DOMH,Dominari Holdings Inc,N/A,생명 공학 및 의학 연구
DOMO,Domo Inc,N/A,소프트웨어
DOOO,BRP Inc,N/A,오락용 제품
DORM,Dorman Products Inc,N/A,"자동차, 트럭 및 오토바이 부품"
DOX,Amdocs Ltd,N/A,IT 서비스 및 컨설팅
DOYU,Douyu International Holdings Ltd ADR,N/A,온라인 서비스
DPRO,Draganfly Inc,N/A,항공우주 및 방위
DPZ,Domino's Pizza Inc,N/A,레스토랑 및 바
DRCT,Direct Digital Holdings Inc,N/A,광고 및 마케팅
DRDBU,Roman DBDR Acquisition II Units,N/A,투자 지주 회사
DRIO,DarioHealth Corp,N/A,"의료 장비, 물품 및 유통"
DRMA,Dermata Therapeutics Inc,N/A,생명 공학 및 의학 연구
DRRX,DURECT Corp,N/A,생명 공학 및 의학 연구
DRS,Leonardo DRS Inc,N/A,항공우주 및 방위
DRTS,Alpha Tau Medical Ltd,N/A,첨단 의료 장비 및 기술
DRUG,Bright Minds Biosciences Inc,N/A,생명 공학 및 의학 연구
DRVN,Driven Brands Holdings Inc,N/A,개인 서비스
DSGN,Design Therapeutics Inc,N/A,생명 공학 및 의학 연구
DSGR,Distribution Solutions Group Inc,N/A,산업용 기계 및 장비
DSGX,Descartes Systems Group Inc,N/A,소프트웨어
DSP,Viant Technology Inc,N/A,소프트웨어
DSWL,Deswell Industries Inc,N/A,상품 화학
DSY,Big Tree Cloud Holdings Ltd,N/A,개인 생활 필수 용품
DTCK,Davis Commodities Ltd,N/A,식품 소매 및 유통
DTI,Drilling Tools International Corp,N/A,오일 관련 서비스 및 장비
DTIL,Precision BioSciences Inc,N/A,생명 공학 및 의학 연구
DTSQ,DT Cloud Star Acquisition Corp,N/A,투자 지주 회사
DTSQR,DT Cloud Star Acquisition Rights,N/A,투자 지주 회사
DTSQU,DT Cloud Star Acquisition Units,N/A,투자 지주 회사
DTSS,Datasea Inc,N/A,소프트웨어
DTST,Data Storage Corp,N/A,IT 서비스 및 컨설팅
DUO,Fangdd Network Group Ltd,N/A,부동산 서비스
DUOL,Duolingo Inc,N/A,온라인 서비스
DUOT,Duos Technologies Group Inc,N/A,소프트웨어
DVAX,Dynavax Technologies Corp,N/A,생명 공학 및 의학 연구
DWSN,Dawson Geophysical Co,N/A,오일 관련 서비스 및 장비
DWTX,Dogwood Therapeutics Inc,N/A,생명 공학 및 의학 연구
DXCM,Dexcom Inc,N/A,"의료 장비, 물품 및 유통"
DXLG,Destination XL Group Inc,N/A,의류 및 액세서리 소매
DXPE,DXP Enterprises Inc,N/A,산업용 기계 및 장비
DXR,Daxor Corp,N/A,폐쇄형 펀드
DYAI,Dyadic International Inc,N/A,생명 공학 및 의학 연구
DYCQ,DT Cloud Acquisition Corp,N/A,투자 지주 회사
DYCQR,DT Cloud Acquisition Rights,N/A,투자 지주 회사
DYCQU,DT Cloud Acquisition Units,N/A,투자 지주 회사
DYN,Dyne Therapeutics Inc,N/A,생명 공학 및 의학 연구
DYNX,Dynamix Corp,N/A,투자 지주 회사
DYNXU,Dynamix Units,N/A,투자 지주 회사
EA,Electronic Arts Inc,N/A,소프트웨어
EAST,Eastside Distilling Inc,N/A,증류주 및 포도주
EBAY,eBay Inc,N/A,온라인 서비스
EBC,Eastern Bankshares Inc,N/A,은행
EBMT,Eagle Bancorp Montana Inc,N/A,은행
EBON,Ebang International Holdings Inc,N/A,컴퓨터 하드웨어
EBTC,Enterprise Bancorp Inc,N/A,은행
ECBK,ECB Bancorp Inc,N/A,은행
ECDA,ECD Automotive Design Inc,N/A,자동차 및 트럭 제조
ECOR,electroCore  Inc.,N/A,"의료 장비, 물품 및 유통"
ECPG,Encore Capital Group Inc,N/A,기업 금융 서비스
ECX,Ecarx Holdings Inc.,N/A,통합 하드웨어 및 소프트웨어
EDAP,Edap Tms SA ADR,N/A,첨단 의료 장비 및 기술
EDBL,Edible Garden AG Inc,N/A,어업 및 농업
EDIT,Editas Medicine Inc,N/A,생명 공학 및 의학 연구
EDRY,EuroDry Ltd,N/A,해양 화물 및 물류
EDSA,Edesa Biotech Inc,N/A,생명 공학 및 의학 연구
EDTK,Skillful Craftsman Education Technology Ltd,N/A,전문 및 비즈니스 교육
EDUC,Educational Development Corp,N/A,소비자 출판
EEFT,Euronet Worldwide Inc,N/A,경영 지원 서비스
EEIQ,EpicQuest Education Group International Ltd,N/A,기타 교육 서비스 제공
EFOI,Energy Focus Inc,N/A,건설 자재 및 비품
EFSC,Enterprise Financial Services Corp,N/A,은행
EFSCP,Enterprise Finl Svcs DRC Rep Non Cum Perp Pfd Series A,N/A,은행
EGAN,eGain Corp,N/A,소프트웨어
EGBN,Eagle Bancorp Inc,N/A,은행
EGHT,8x8 Inc,N/A,통합 통신 서비스
EH,EHang Holdings Ltd ADR,N/A,항공우주 및 방위
EHGO,Eshallgo Inc,N/A,
EHTH,eHealth Inc,N/A,복합보험 및 중개인
EJH,E-Home Household Service Holdings Ltd,N/A,개인 서비스
EKSO,Ekso Bionics Holdings Inc,N/A,첨단 의료 장비 및 기술
ELAB,PMGC Holdings Inc,N/A,의료 시설 및 서비스
ELBM,Electra Battery Materials Corp,N/A,특수 채굴 및 금속
ELDN,Eledon Pharmaceuticals Inc,N/A,생명 공학 및 의학 연구
ELEV,Elevation Oncology Inc,N/A,생명 공학 및 의학 연구
ELPW,eLong Power Holding Ltd,N/A,전기 부품 및 장비
ELSE,Electro-Sensors Inc,N/A,산업용 기계 및 장비
ELTK,Eltek Ltd,N/A,반도체
ELTX,Elicio Therapeutics Inc,N/A,생명 공학 및 의학 연구
ELUT,Elutia Inc,N/A,제약
ELVA,Electrovaya Inc,N/A,전기 부품 및 장비
ELVN,Enliven Therapeutics Inc,N/A,생명 공학 및 의학 연구
ELWS,Earlyworks Co Ltd ADR,N/A,IT 서비스 및 컨설팅
EM,Smart Share Global Ltd ADR,N/A,전화 및 소형 장치
EMBC,Embecta Corp,N/A,"의료 장비, 물품 및 유통"
EMCG,Embrace Change Acquisition Corp,N/A,투자 지주 회사
EMCGR,Embrace Change Acquisition Rights,N/A,투자 지주 회사
EMCGU,Embrace Change Acquisition Units,N/A,투자 지주 회사
EMKR,EMCORE Corp,N/A,항공우주 및 방위
EML,Eastern Company,N/A,산업용 기계 및 장비
ENGN,enGene Holdings Inc,N/A,생명 공학 및 의학 연구
ENLT,Enlight Renewable Energy Ltd,N/A,민자 발전 사업
ENLV,Enlivex Therapeutics Ltd,N/A,생명 공학 및 의학 연구
ENPH,Enphase Energy Inc,N/A,재생 가능 에너지 장비 및 서비스
ENSC,Ensysce Biosciences Inc,N/A,생명 공학 및 의학 연구
ENSG,Ensign Group Inc,N/A,의료 시설 및 서비스
ENTA,Enanta Pharmaceuticals Inc,N/A,생명 공학 및 의학 연구
ENTG,Entegris Inc,N/A,반도체 장비 및 테스트
ENTO,Entero Therapeutics Inc,N/A,생명 공학 및 의학 연구
ENTX,Entera Bio Ltd,N/A,생명 공학 및 의학 연구
ENVB,Enveric Biosciences Inc,N/A,생명 공학 및 의학 연구
ENVX,Enovix Corp,N/A,전기 부품 및 장비
EOLS,Evolus Inc,N/A,제약
EOSE,Eos Energy Enterprises Inc,N/A,전기 부품 및 장비
EPIX,ESSA Pharma Inc,N/A,생명 공학 및 의학 연구
EPOW,Sunrise New Energy Co Ltd,N/A,경영 지원 서비스
EPRX,Eupraxia Pharmaceuticals Inc,N/A,생명 공학 및 의학 연구
EPSN,Epsilon Energy Ltd,N/A,"오일, 가스 탐사 및 생산"
EQ,Equillium Inc,N/A,생명 공학 및 의학 연구
EQIX,Equinix Inc,N/A,특수 REITs
ERAS,Erasca Inc,N/A,생명 공학 및 의학 연구
ERIC,Telefonaktiebolaget LM Ericsson ADR,N/A,통신 및 네트워킹
ERIE,Erie Indemnity Co,N/A,손해보험
ERII,Energy Recovery Inc,N/A,산업용 기계 및 장비
ERNA,Eterna Therapeutics Inc,N/A,생명 공학 및 의학 연구
ESCA,Escalade Inc,N/A,오락용 제품
ESEA,Euroseas Ltd,N/A,해양 화물 및 물류
ESGL,ESGL Holdings Ltd,N/A,환경 서비스 및 장비
ESGR,Enstar Group Ltd,N/A,재보험
ESGRO,Enstar Group Depository Shares 7 Perpetual Non Cumulative Preference Shs Series,N/A,재보험
ESGRP,Enstar Group DS Representing 1 1000 Pref Shs Series D,N/A,재보험
ESHA,ESH Acquisition Corp,N/A,투자 지주 회사
ESHAR,ESH Acquisition Rights Exp 13 June 2028,N/A,투자 지주 회사
ESLA,Estrella Immunopharma Inc,N/A,생명 공학 및 의학 연구
ESLT,Elbit Systems Ltd,N/A,항공우주 및 방위
ESOA,Energy Services Of America Corp,N/A,건설 및 엔지니어링
ESPR,Esperion Therapeutics Inc,N/A,제약
ESQ,Esquire Financial Holdings Inc,N/A,은행
ESSA,ESSA Bancorp Inc,N/A,은행
ESTA,Establishment Labs Holdings Inc,N/A,"의료 장비, 물품 및 유통"
ETNB,89Bio Inc,N/A,생명 공학 및 의학 연구
ETON,Eton Pharmaceuticals Inc,N/A,제약
ETSY,ETSY Inc,N/A,백화점
EU,enCore Energy Corp,N/A,우라늄
EUDA,EUDA Health Holdings Ltd,N/A,첨단 의료 장비 및 기술
EURK,Eureka Acquisition Corp,N/A,투자 지주 회사
EURKR,Eureka Acquisition Rights,N/A,투자 지주 회사
EURKU,Eureka Acquisition Units,N/A,투자 지주 회사
EVAX,Evaxion Biotech A/S ADR,N/A,생명 공학 및 의학 연구
EVCM,EverCommerce Inc,N/A,소프트웨어
EVER,EverQuote Inc,N/A,온라인 서비스
EVGN,Evogene Ltd,N/A,생명 공학 및 의학 연구
EVGO,EVgo Inc,N/A,전력 유틸리티
EVGR,Evergreen Corp,N/A,투자 지주 회사
EVGRU,Evergreen Unit,N/A,투자 지주 회사
EVLV,Evolv Technologies Holdings Inc,N/A,통신 및 네트워킹
EVO,Evotec SE ADR,N/A,생명 공학 및 의학 연구
EVOK,Evoke Pharma Inc,N/A,제약
EVRG,Evergy Inc,N/A,전력 유틸리티
EVTV,Envirotech Vehicles Inc,N/A,"자동차, 트럭 및 오토바이 부품"
EWBC,East West Bancorp Inc,N/A,은행
EWCZ,European Wax Center Inc,N/A,개인 서비스
EWTX,Edgewise Therapeutics Inc,N/A,생명 공학 및 의학 연구
EXAS,Exact Sciences Corp,N/A,생명 공학 및 의학 연구
EXC,Exelon Corp,N/A,전력 유틸리티
EXE,Expand Energy Corp,N/A,"오일, 가스 탐사 및 생산"
EXEL,Exelixis Inc,N/A,생명 공학 및 의학 연구
EXFY,Expensify Inc,N/A,소프트웨어
EXLS,Exlservice Holdings Inc,N/A,경영 지원 서비스
EXPE,Expedia Group Inc,N/A,여가 및 오락시설
EXPI,eXp World Holdings Inc,N/A,부동산 서비스
EXPO,Exponent Inc,N/A,경영 지원 서비스
EXTR,Extreme Networks Inc,N/A,통신 및 네트워킹
EYE,National Vision Holdings Inc,N/A,기타 전문 소매
EYEN,Eyenovia Inc,N/A,제약
EYPT,EyePoint Pharmaceuticals Inc,N/A,제약
EZFL,EzFill Holdings Inc,N/A,"오일, 가스 정제 및 마케팅"
EZGO,EZGO Technologies Ltd,N/A,오락용 제품
EZPW,EZCORP Inc,N/A,소비자 대출
FA,First Advantage Corp,N/A,고용 서비스
FAAS,DigiAsia Corp,N/A,핀테크
FACT,FACT II Acquisition Corp,N/A,투자 지주 회사
FACTU,Fact II Acquisition Units,N/A,투자 지주 회사
FAMI,Farmmi Inc,N/A,어업 및 농업
FANG,Diamondback Energy Inc,N/A,"오일, 가스 탐사 및 생산"
FARM,Farmer Bros Co,N/A,식품 가공
FARO,FARO Technologies Inc,N/A,전자 장비 및 부품
FAST,Fastenal Co,N/A,산업용 기계 및 장비
FAT,FAT Brands Inc Class A,N/A,레스토랑 및 바
FATBB,FAT Brands Inc Class B,N/A,레스토랑 및 바
FATBP,FAT Brands 8 25 Cum Prf Shs Series B,N/A,레스토랑 및 바
FATE,Fate Therapeutics Inc,N/A,생명 공학 및 의학 연구
FBIO,Fortress Biotech Inc,N/A,제약
FBIOP,Fortress Biotech 9 375 Cumulative Redeemable Perpetual Pref Shs Series A,N/A,제약
FBIZ,First Business Financial Services Inc,N/A,은행
FBLA,FB Bancorp Inc,N/A,은행
FBLG,Fibrobiologics Inc,N/A,생명 공학 및 의학 연구
FBNC,First Bancorp (North Carolina),N/A,은행
FBRX,Forte Biosciences Inc,N/A,생명 공학 및 의학 연구
FBYD,Falcon's Beyond Global Inc,N/A,엔터테인먼트 제작
FCAP,First Capital Inc,N/A,은행
FCBC,First Community Bankshares Inc,N/A,은행
FCCO,First Community Corp (South Carolina),N/A,은행
FCEL,Fuelcell Energy Inc,N/A,재생 가능 에너지 장비 및 서비스
FCFS,Firstcash Holdings Inc,N/A,소비자 대출
FCNCA,First Citizens BancShares Inc (Delaware),N/A,은행
FCNCO,First Citizens BancShares 5 625 Non Cumulative Perpetual Prf Shs Series C,N/A,은행
FCNCP,First Citizens Bancshares 40 DS Rep 1 Non Cumulative Perpetual Pref Shs Series A,N/A,은행
FCUV,Focus Universal Inc,N/A,소프트웨어
FDBC,Fidelity D&D Bancorp Inc,N/A,은행
FDMT,4D Molecular Therapeutics Inc,N/A,생명 공학 및 의학 연구
FDSB,Fifth District Bancorp Inc,N/A,소비자 대출
FDUS,Fidus Investment Corp,N/A,폐쇄형 펀드
FEAM,5E Advanced Materials Inc,N/A,특수 채굴 및 금속
FEBO,Fenbo Holdings Ltd,N/A,"가전제품, 도구 및 가정 용품"
FEIM,Frequency Electronics Inc,N/A,전기 부품 및 장비
FELE,Franklin Electric Co Inc,N/A,산업용 기계 및 장비
FEMY,Femasys Inc,N/A,"의료 장비, 물품 및 유통"
FENC,Fennec Pharmaceuticals Inc,N/A,생명 공학 및 의학 연구
FER,Ferrovial SE,N/A,건설 및 엔지니어링
FFBC,First Financial Bancorp,N/A,은행
FFIC,Flushing Financial Corp,N/A,은행
FFIE,Faraday Future Intelligent Electric Inc,N/A,자동차 및 트럭 제조
FFIN,First Financial Bankshares Inc,N/A,은행
FFIV,F5 Inc,N/A,IT 서비스 및 컨설팅
FFNW,First Financial Northwest Inc,N/A,은행
FGBI,First Guaranty Bancshares Inc,N/A,은행
FGBIP,First Guaranty Bancshares 6.75 Dep Shs Rep Non Cumulative Perpetual Prf Shs,N/A,은행
FGEN,FibroGen Inc,N/A,생명 공학 및 의학 연구
FGF,Fundamental Global Inc,N/A,재보험
FGFPP,Fundamental Global 8 00 Cumulative Pref Shs,N/A,재보험
FGI,FGI Industries Ltd,N/A,주택 개조 제품 및 서비스 소매
FGL,Founder Group Ltd,N/A,전력 유틸리티
FHB,First Hawaiian Inc,N/A,은행
FHTX,Foghorn Therapeutics Inc.,N/A,생명 공학 및 의학 연구
FIBK,First Interstate Bancsystem Inc,N/A,은행
FINW,Finwise Bancorp,N/A,은행
FIP,Ftai Infrastructure Inc,N/A,지상 화물 및 물류
FISI,Financial Institutions Inc,N/A,은행
FITB,Fifth Third Bancorp,N/A,은행
FITBI,Fifth Third Bancorp Depositary Shares Representing 1/1000th Perp Pref Shs,N/A,은행
FITBO,Fifth Third Bancorp 1000 DS Representing Preferred Series K,N/A,은행
FITBP,Fifth Third Bancorp 40 Depository Shares representing Non Cum Series A Pref,N/A,은행
FIVE,Five Below Inc,N/A,백화점
FIVN,Five9 Inc,N/A,소프트웨어
FIZZ,National Beverage Corp,N/A,무알콜 음료
FKWL,Franklin Wireless Corp,N/A,통신 및 네트워킹
FLEX,Flex Ltd,N/A,전자 장비 및 부품
FLGC,Flora Growth Corp,N/A,의료 시설 및 서비스
FLGT,Fulgent Genetics Inc,N/A,의료 시설 및 서비스
FLIC,First of Long Island Corp,N/A,은행
FLL,Full House Resorts Inc,N/A,카지노 및 도박
FLNC,Fluence Energy Inc,N/A,전기 부품 및 장비
FLNT,Fluent Inc,N/A,광고 및 마케팅
FLUX,Flux Power Holdings Inc,N/A,전기 부품 및 장비
FLWS,1-800-Flowers.Com Inc,N/A,기타 전문 소매
FLX,BingEx Ltd ADR,N/A,"배달, 우편, 항공 화물 및 육상 물류"
FLXS,Flexsteel Industries Inc,N/A,가정용 가구
FLYE,Fly-E Group Inc,N/A,"자동차, 트럭 및 오토바이 부품"
FLYW,Flywire Corp,N/A,경영 지원 서비스
FMAO,Farmers & Merchants Bancorp Inc,N/A,은행
FMBH,First Mid Bancshares Inc,N/A,은행
FMNB,Farmers National Banc Corp,N/A,은행
FMST,Foremost Clean Energy Ltd,N/A,다각적 채굴
FNGR,FingerMotion Inc,N/A,소프트웨어
FNKO,Funko Inc,N/A,장난감 및 어린이 제품
FNLC,First Bancorp Inc,N/A,은행
FNWB,First Northwest Bancorp,N/A,은행
FNWD,Finward Bancorp,N/A,은행
FOLD,Amicus Therapeutics Inc,N/A,생명 공학 및 의학 연구
FONR,Fonar Corp,N/A,첨단 의료 장비 및 기술
FORA,Forian Inc,N/A,소프트웨어
FORD,Forward Industries Inc,N/A,의류 및 액세서리
FORL,Four Leaf Acquisition Corp,N/A,투자 지주 회사
FORLU,Four Leaf Acquisition Units,N/A,투자 지주 회사
FORM,FormFactor Inc,N/A,반도체 장비 및 테스트
FORR,Forrester Research Inc,N/A,광고 및 마케팅
FORTY,Formula Systems 1985 Ltd ADR,N/A,IT 서비스 및 컨설팅
FOSL,Fossil Group Inc,N/A,의류 및 액세서리
FOSLL,Fossil Group 7 Senior Notes due 2026,N/A,의류 및 액세서리
FOX,Fox Corp Class B,N/A,방송
FOXA,Fox Corp Class A,N/A,방송
FOXF,Fox Factory Holding Corp,N/A,"자동차, 트럭 및 오토바이 부품"
FOXX,Foxx Development Holdings Inc,N/A,컴퓨터 및 전자 제품 소매
FPAY,FlexShopper Inc,N/A,온라인 서비스
FRAF,Franklin Financial Services Corp,N/A,은행
FRBA,FIRST BANK (Hamilton),N/A,은행
FRGT,Freight Technologies Inc,N/A,지상 화물 및 물류
FRHC,Freedom Holding Corp,N/A,투자 은행 및 중개 서비스
FRME,First Merchants Corp,N/A,은행
FRMEP,First Merchants Depository Shares Reprs 1 100Th 7 50 Non Cum Perp Prf Shs A,N/A,은행
FROG,Jfrog Ltd,N/A,소프트웨어
FRPH,FRP Holdings Inc,N/A,"부동산 임대, 개발 및 운영"
FRPT,Freshpet Inc,N/A,식품 가공
FRSH,Freshworks Inc,N/A,소프트웨어
FRST,Primis Financial Corp,N/A,은행
FRSX,Foresight Autonomous Holdings Ltd ADR,N/A,소프트웨어
FSBC,Five Star Bancorp,N/A,은행
FSBW,FS Bancorp Inc,N/A,은행
FSEA,First Seacoast Bancorp Inc,N/A,은행
FSFG,First Savings Financial Group Inc,N/A,은행
FSHP,Flag Ship Acquisition Corp,N/A,투자 지주 회사
FSHPR,Flag Ship Acquisition Rights,N/A,투자 지주 회사
FSHPU,Flag Ship Acquisition Units,N/A,투자 지주 회사
FSLR,First Solar Inc,N/A,재생 가능 에너지 장비 및 서비스
FSTR,L B Foster Co,N/A,중장비 및 차량
FSUN,Firstsun Capital Bancorp,N/A,은행
FSV,FirstService Corp,N/A,부동산 서비스
FTAI,FTAI Aviation Ltd,N/A,기업 금융 서비스
FTAIM,FTAI Aviation Fixed Rate Reset Cum Perp Pfd Series D,N/A,기업 금융 서비스
FTAIN,FTAI Aviation 8 25 Fixed Rate Reset Cumulative Perpetual Pref Shs Series C,N/A,기업 금융 서비스
FTAIO,FTAI Aviation 8 00 Fixed to Floating Rate Cumulative Perpetual Redeemable Pref,N/A,기업 금융 서비스
FTCI,FTC Solar Inc,N/A,전기 부품 및 장비
FTDR,Frontdoor Inc,N/A,개인 서비스
FTEK,Fuel Tech Inc,N/A,환경 서비스 및 장비
FTEL,Fitell Corp,N/A,오락용 제품
FTFT,Future Fintech Group Inc,N/A,블록 체인 및 암호화폐
FTHM,Fathom Holdings Inc,N/A,부동산 서비스
FTII,Futuretech II Acquisition Corp,N/A,투자 지주 회사
FTIIU,FutureTech II Acquisition Units,N/A,투자 지주 회사
FTLF,FitLife Brands Inc,N/A,식품 가공
FTNT,Fortinet Inc,N/A,소프트웨어
FTRE,Fortrea Holdings Inc,N/A,생명 공학 및 의학 연구
FUFU,BitFuFu Inc,N/A,블록 체인 및 암호화폐
FULC,Fulcrum Therapeutics Inc,N/A,생명 공학 및 의학 연구
FULT,Fulton Financial Corp,N/A,은행
FULTP,Fulton Financial 1 40th DS Cum Prf Shs Series A,N/A,은행
FUNC,First United Corp,N/A,은행
FUND,Sprott Focus Trust,N/A,폐쇄형 펀드
FUSB,First US Bancshares Inc,N/A,은행
